0.603 -0.270 0.532 -0.529
0.602 -0.271 0.534 -0.529
0.602 -0.272 0.535 -0.528
0.602 -0.273 0.535 -0.526
0.603 -0.273 0.536 -0.524
0.607 -0.271 0.535 -0.521
0.609 -0.271 0.538 -0.515
0.611 -0.273 0.538 -0.513
0.616 -0.273 0.534 -0.511
0.620 -0.273 0.533 -0.507
0.631 -0.270 0.524 -0.504
0.650 -0.261 0.514 -0.495
0.675 -0.255 0.499 -0.480
0.706 -0.259 0.479 -0.453
0.738 -0.266 0.462 -0.413
0.767 -0.287 0.448 -0.359
0.790 -0.315 0.436 -0.294
0.807 -0.346 0.423 -0.223
0.817 -0.381 0.407 -0.145
0.821 -0.412 0.390 -0.066
0.814 -0.446 0.373 0.016
0.797 -0.477 0.359 0.095
0.771 -0.504 0.351 0.167
0.734 -0.537 0.343 0.235
0.691 -0.572 0.329 0.295
0.662 -0.596 0.298 0.342
0.645 -0.608 0.276 0.371
0.628 -0.616 0.277 0.387
0.607 -0.628 0.286 0.394
0.598 -0.640 0.287 0.388
0.604 -0.646 0.289 0.367
0.614 -0.649 0.298 0.335
0.621 -0.652 0.317 0.298
0.626 -0.655 0.340 0.253
0.627 -0.656 0.367 0.203
0.629 -0.652 0.395 0.149
0.635 -0.640 0.422 0.095
0.645 -0.620 0.446 0.030
0.652 -0.596 0.467 -0.049
0.648 -0.565 0.491 -0.141
0.637 -0.524 0.513 -0.240
0.620 -0.473 0.527 -0.337
0.610 -0.429 0.518 -0.418
0.608 -0.375 0.482 -0.507
0.658 -0.112 0.457 -0.588
0.646 -0.209 0.484 -0.553
0.648 -0.191 0.466 -0.572
0.641 -0.197 0.479 -0.566
0.633 -0.202 0.493 -0.561
0.630 -0.202 0.498 -0.560
0.627 -0.208 0.504 -0.557
0.621 -0.216 0.509 -0.555
0.616 -0.222 0.514 -0.554
0.611 -0.227 0.521 -0.551
0.609 -0.230 0.527 -0.547
0.606 -0.234 0.532 -0.543
0.604 -0.236 0.536 -0.541
0.603 -0.239 0.540 -0.537
0.602 -0.242 0.542 -0.534
0.603 -0.244 0.544 -0.530
0.606 -0.245 0.544 -0.526
0.608 -0.248 0.544 -0.522
0.612 -0.249 0.544 -0.517
0.620 -0.249 0.541 -0.511
0.637 -0.242 0.532 -0.502
0.649 -0.245 0.532 -0.485
0.662 -0.248 0.531 -0.468
0.678 -0.251 0.533 -0.439
0.694 -0.260 0.534 -0.407
0.718 -0.270 0.526 -0.368
0.747 -0.277 0.514 -0.319
0.775 -0.287 0.500 -0.260
0.795 -0.304 0.485 -0.199
0.809 -0.324 0.472 -0.132
0.813 -0.350 0.462 -0.060
0.805 -0.385 0.452 0.014
0.788 -0.425 0.437 0.089
0.763 -0.464 0.420 0.159
0.732 -0.499 0.406 0.225
0.698 -0.531 0.391 0.280
0.662 -0.558 0.379 0.326
0.629 -0.582 0.369 0.360
0.610 -0.602 0.355 0.374
0.597 -0.619 0.343 0.378
0.589 -0.632 0.338 0.373
0.584 -0.640 0.342 0.364
0.585 -0.649 0.345 0.344
0.589 -0.656 0.350 0.315
0.599 -0.658 0.362 0.277
0.610 -0.656 0.380 0.231
0.620 -0.649 0.404 0.176
0.629 -0.639 0.429 0.112
0.631 -0.626 0.456 0.045
0.629 -0.608 0.484 -0.030
0.623 -0.583 0.510 -0.112
0.614 -0.548 0.533 -0.197
0.602 -0.502 0.552 -0.285
0.586 -0.447 0.567 -0.369
0.571 -0.392 0.571 -0.441
0.561 -0.333 0.563 -0.508
0.562 -0.140 0.560 -0.592
0.551 -0.190 0.581 -0.568
0.544 -0.204 0.591 -0.560
0.536 -0.202 0.600 -0.559
0.547 -0.189 0.597 -0.555
0.550 -0.194 0.596 -0.552
0.548 -0.198 0.600 -0.549
0.545 -0.201 0.604 -0.546
0.545 -0.204 0.605 -0.544
0.544 -0.207 0.607 -0.541
0.544 -0.207 0.610 -0.538
0.545 -0.206 0.611 -0.536
0.546 -0.207 0.613 -0.532
0.549 -0.206 0.613 -0.530
0.552 -0.206 0.614 -0.525
0.554 -0.206 0.618 -0.518
0.556 -0.205 0.619 -0.515
0.559 -0.205 0.620 -0.510
0.561 -0.207 0.620 -0.507
0.565 -0.208 0.618 -0.505
0.572 -0.211 0.614 -0.502
0.583 -0.211 0.605 -0.499
0.602 -0.206 0.597 -0.488
0.626 -0.211 0.588 -0.467
0.662 -0.225 0.566 -0.437
0.704 -0.245 0.541 -0.389
0.743 -0.272 0.520 -0.323
0.773 -0.305 0.499 -0.246
0.795 -0.342 0.475 -0.162
0.807 -0.376 0.450 -0.073
0.805 -0.412 0.427 0.018
0.792 -0.442 0.407 0.105
0.763 -0.473 0.399 0.187
0.716 -0.513 0.393 0.263
0.664 -0.549 0.389 0.325
0.632 -0.574 0.363 0.374
0.611 -0.589 0.342 0.403
0.599 -0.598 0.338 0.411
0.596 -0.603 0.345 0.404
0.596 -0.613 0.353 0.380
0.600 -0.626 0.361 0.343
0.606 -0.636 0.373 0.300
0.614 -0.635 0.392 0.258
0.623 -0.628 0.414 0.214
0.630 -0.619 0.439 0.165
0.638 -0.606 0.462 0.110
0.645 -0.587 0.487 0.051
0.649 -0.564 0.510 -0.012
0.651 -0.536 0.531 -0.083
0.644 -0.502 0.555 -0.161
0.635 -0.457 0.572 -0.246
0.622 -0.409 0.577 -0.335
0.614 -0.363 0.565 -0.414
0.589 -0.332 0.554 -0.485
0.507 -0.260 0.619 -0.540
0.479 -0.342 0.677 -0.441
0.502 -0.324 0.643 -0.479
0.512 -0.315 0.641 -0.477
0.513 -0.309 0.645 -0.475
0.521 -0.299 0.639 -0.480
0.534 -0.293 0.628 -0.485
0.545 -0.288 0.613 -0.494
0.554 -0.282 0.601 -0.502
0.563 -0.276 0.592 -0.507
0.571 -0.268 0.583 -0.512
0.579 -0.262 0.576 -0.514
0.586 -0.257 0.571 -0.515
0.590 -0.255 0.566 -0.516
0.593 -0.253 0.563 -0.517
0.597 -0.250 0.560 -0.517
0.602 -0.247 0.555 -0.518
0.606 -0.243 0.553 -0.518
0.609 -0.240 0.552 -0.516
0.612 -0.239 0.552 -0.514
0.614 -0.238 0.552 -0.512
0.620 -0.236 0.549 -0.509
0.633 -0.226 0.544 -0.502
0.650 -0.219 0.544 -0.483
0.676 -0.218 0.536 -0.456
0.708 -0.225 0.527 -0.414
0.741 -0.235 0.516 -0.359
0.768 -0.250 0.509 -0.296
0.790 -0.271 0.501 -0.228
0.806 -0.295 0.489 -0.155
0.817 -0.320 0.475 -0.074
0.819 -0.347 0.457 0.007
0.812 -0.374 0.439 0.083
0.798 -0.398 0.425 0.155
0.775 -0.424 0.416 0.216
0.743 -0.456 0.410 0.268
0.703 -0.494 0.404 0.315
0.671 -0.527 0.387 0.351
0.628 -0.548 0.395 0.387
0.607 -0.566 0.383 0.406
0.599 -0.575 0.371 0.416
0.597 -0.585 0.359 0.416
0.600 -0.593 0.355 0.403
0.607 -0.600 0.358 0.378
0.616 -0.607 0.366 0.342
0.626 -0.614 0.378 0.297
0.635 -0.616 0.397 0.245
0.644 -0.610 0.421 0.189
0.655 -0.595 0.448 0.124
0.665 -0.577 0.473 0.042
0.669 -0.550 0.496 -0.051
0.667 -0.513 0.518 -0.152
0.651 -0.463 0.540 -0.265
0.629 -0.401 0.550 -0.376
0.604 -0.342 0.543 -0.473
0.594 -0.271 0.506 -0.564
0.624 -0.066 0.481 -0.613
0.620 -0.116 0.492 -0.600
0.631 -0.099 0.487 -0.595
0.626 -0.104 0.503 -0.587
0.627 -0.097 0.514 -0.577
0.634 -0.104 0.514 -0.568
0.631 -0.114 0.517 -0.567
0.628 -0.119 0.521 -0.565
0.624 -0.126 0.527 -0.563
0.621 -0.131 0.531 -0.561
0.621 -0.134 0.534 -0.558
0.619 -0.137 0.538 -0.555
0.617 -0.142 0.541 -0.553
0.616 -0.146 0.544 -0.551
0.615 -0.149 0.545 -0.550
0.615 -0.153 0.545 -0.549
0.614 -0.157 0.545 -0.548
0.612 -0.160 0.549 -0.546
0.612 -0.160 0.552 -0.543
0.612 -0.160 0.555 -0.540
0.613 -0.160 0.556 -0.538
0.616 -0.159 0.555 -0.537
0.618 -0.159 0.554 -0.535
0.620 -0.158 0.554 -0.532
0.625 -0.155 0.552 -0.529
0.637 -0.144 0.548 -0.523
0.646 -0.135 0.553 -0.508
0.656 -0.131 0.560 -0.488
0.675 -0.124 0.558 -0.466
0.697 -0.117 0.559 -0.433
0.718 -0.117 0.560 -0.396
0.740 -0.117 0.562 -0.350
0.760 -0.118 0.565 -0.298
0.778 -0.118 0.567 -0.244
0.794 -0.118 0.566 -0.189
0.802 -0.119 0.569 -0.136
0.800 -0.133 0.579 -0.084
0.793 -0.142 0.591 -0.044
0.778 -0.151 0.609 -0.008
0.748 -0.174 0.640 0.019
0.715 -0.190 0.671 0.048
0.685 -0.195 0.700 0.050
0.675 -0.163 0.718 0.051
0.656 -0.124 0.741 0.063
0.648 -0.112 0.746 0.106
0.659 -0.112 0.733 0.124
0.662 -0.110 0.731 0.125
0.657 -0.123 0.732 0.130
0.665 -0.157 0.718 0.132
0.682 -0.166 0.704 0.108
0.690 -0.157 0.700 0.099
0.693 -0.142 0.702 0.089
0.693 -0.126 0.705 0.081
0.691 -0.112 0.710 0.080
0.687 -0.103 0.715 0.084
0.687 -0.097 0.714 0.090
0.694 -0.090 0.708 0.096
0.699 -0.083 0.703 0.102
0.705 -0.079 0.697 0.105
0.707 -0.073 0.695 0.107
0.708 -0.065 0.694 0.111
0.708 -0.055 0.694 0.116
0.708 -0.044 0.694 0.120
0.709 -0.032 0.693 0.127
0.711 -0.025 0.691 0.130
0.720 -0.023 0.682 0.125
0.729 -0.020 0.673 0.122
0.732 -0.014 0.670 0.120
0.733 -0.003 0.669 0.120
0.733 0.009 0.669 0.123
0.732 0.018 0.669 0.126
0.730 0.025 0.671 0.129
0.728 0.031 0.672 0.130
0.726 0.038 0.674 0.130
0.724 0.045 0.676 0.131
0.723 0.050 0.677 0.129
0.721 0.057 0.679 0.127
0.718 0.067 0.681 0.125
0.716 0.078 0.683 0.125
0.714 0.089 0.683 0.127
0.713 0.100 0.681 0.130
0.713 0.105 0.680 0.133
0.713 0.106 0.680 0.134
0.716 0.097 0.679 0.130
0.713 0.078 0.685 0.124
0.715 0.062 0.687 0.114
0.721 0.044 0.683 0.106
0.730 0.034 0.676 0.095
0.730 0.038 0.676 0.094
0.727 0.035 0.680 0.092
0.724 0.036 0.683 0.092
0.721 0.037 0.685 0.094
0.720 0.038 0.686 0.098
0.720 0.036 0.686 0.101
0.718 0.030 0.687 0.102
0.716 0.022 0.690 0.103
0.717 0.010 0.691 0.098
0.719 0.004 0.689 0.095
0.718 0.006 0.689 0.099
0.720 0.003 0.687 0.099
0.718 0.000 0.688 0.100
0.717 -0.000 0.690 0.101
0.715 -0.003 0.691 0.102
0.714 -0.005 0.692 0.103
0.713 -0.006 0.693 0.104
0.712 -0.007 0.694 0.105
0.711 -0.010 0.695 0.106
0.710 -0.013 0.696 0.106
0.710 -0.014 0.696 0.108
0.710 -0.014 0.695 0.109
0.711 -0.015 0.694 0.111
0.711 -0.016 0.694 0.113
0.711 -0.017 0.693 0.115
0.712 -0.017 0.692 0.116
0.712 -0.017 0.692 0.117
0.712 -0.017 0.692 0.118
0.713 -0.018 0.691 0.117
0.713 -0.018 0.691 0.116
0.714 -0.016 0.691 0.115
0.714 -0.013 0.690 0.115
0.714 -0.008 0.690 0.118
0.713 -0.004 0.691 0.122
0.710 0.000 0.692 0.127
0.708 0.003 0.694 0.131
0.705 0.008 0.696 0.135
0.702 0.013 0.698 0.139
0.700 0.017 0.699 0.142
0.699 0.020 0.700 0.144
0.699 0.021 0.700 0.143
0.699 0.025 0.700 0.142
0.698 0.031 0.701 0.144
0.696 0.037 0.702 0.146
0.694 0.041 0.703 0.147
0.693 0.045 0.704 0.148
0.701 0.041 0.697 0.146
0.703 0.023 0.699 0.133
0.703 0.009 0.701 0.120
0.711 0.007 0.695 0.107
0.726 0.023 0.680 0.100
0.729 0.039 0.675 0.107
0.729 0.036 0.675 0.110
0.725 0.032 0.679 0.112
0.721 0.030 0.683 0.113
0.720 0.028 0.684 0.113
0.723 0.028 0.681 0.113
0.724 0.030 0.679 0.117
0.724 0.026 0.679 0.118
0.723 0.022 0.681 0.115
0.720 0.017 0.685 0.111
0.717 0.014 0.689 0.105
0.716 0.013 0.691 0.099
0.715 0.014 0.693 0.092
0.713 0.017 0.695 0.086
0.712 0.021 0.697 0.082
0.710 0.026 0.699 0.081
0.710 0.028 0.699 0.082
0.711 0.027 0.697 0.082
0.713 0.027 0.696 0.082
0.713 0.026 0.695 0.083
0.713 0.024 0.696 0.083
0.712 0.020 0.698 0.082
0.710 0.018 0.699 0.081
0.710 0.016 0.699 0.080
0.710 0.017 0.699 0.080
0.710 0.017 0.700 0.081
0.709 0.018 0.700 0.081
0.708 0.020 0.701 0.082
0.708 0.020 0.701 0.082
0.708 0.021 0.701 0.082
0.708 0.023 0.701 0.083
0.708 0.025 0.701 0.083
0.707 0.027 0.701 0.084
0.707 0.030 0.701 0.086
0.707 0.034 0.701 0.088
0.707 0.038 0.700 0.092
0.707 0.041 0.699 0.098
0.706 0.044 0.699 0.103
0.704 0.045 0.701 0.107
0.702 0.046 0.702 0.111
0.701 0.047 0.703 0.115
0.699 0.047 0.704 0.117
0.700 0.046 0.702 0.119
0.701 0.042 0.702 0.122
0.703 0.039 0.700 0.124
0.705 0.034 0.697 0.126
0.709 0.021 0.695 0.121
0.713 -0.000 0.693 0.109
0.715 -0.016 0.692 0.097
0.723 -0.024 0.685 0.091
0.728 -0.028 0.680 0.083
0.728 -0.020 0.681 0.078
0.727 -0.014 0.682 0.077
0.728 -0.005 0.681 0.079
0.729 0.002 0.680 0.082
0.728 0.008 0.680 0.085
0.727 0.013 0.682 0.086
0.725 0.016 0.683 0.086
0.723 0.017 0.686 0.084
0.722 0.017 0.687 0.083
0.722 0.016 0.687 0.081
0.723 0.016 0.686 0.080
0.725 0.017 0.684 0.082
0.726 0.018 0.683 0.084
0.725 0.019 0.684 0.086
0.723 0.018 0.686 0.087
0.720 0.016 0.688 0.086
0.718 0.013 0.691 0.086
0.717 0.012 0.691 0.086
0.717 0.011 0.691 0.086
0.718 0.010 0.691 0.088
0.719 0.010 0.689 0.089
0.719 0.008 0.689 0.089
0.718 0.008 0.690 0.090
0.716 0.007 0.692 0.090
0.715 0.007 0.694 0.091
0.714 0.008 0.695 0.091
0.712 0.009 0.696 0.092
0.711 0.010 0.697 0.092
0.710 0.012 0.698 0.093
0.710 0.015 0.698 0.093
0.710 0.017 0.698 0.093
0.708 0.020 0.700 0.094
0.706 0.023 0.702 0.094
0.704 0.025 0.704 0.094
0.701 0.028 0.706 0.093
0.699 0.033 0.708 0.093
0.697 0.039 0.710 0.093
0.694 0.046 0.712 0.093
0.691 0.051 0.715 0.094
0.689 0.056 0.716 0.095
0.689 0.060 0.716 0.097
0.689 0.062 0.715 0.099
0.688 0.063 0.716 0.101
0.688 0.063 0.716 0.102
0.688 0.062 0.716 0.103
0.691 0.060 0.713 0.103
0.693 0.047 0.713 0.096
0.698 0.034 0.710 0.085
0.708 0.026 0.701 0.075
0.720 0.023 0.691 0.063
0.722 0.036 0.688 0.062
0.722 0.044 0.688 0.063
0.722 0.048 0.687 0.062
0.722 0.055 0.687 0.064
0.722 0.059 0.686 0.065
0.723 0.063 0.685 0.064
0.723 0.064 0.685 0.063
0.722 0.064 0.686 0.060
0.720 0.065 0.689 0.059
0.719 0.067 0.689 0.060
0.720 0.068 0.687 0.063
0.720 0.065 0.687 0.064
0.719 0.059 0.689 0.063
0.717 0.052 0.692 0.059
0.716 0.048 0.694 0.055
0.716 0.047 0.695 0.054
0.715 0.046 0.695 0.054
0.715 0.044 0.696 0.054
0.713 0.042 0.697 0.054
0.712 0.040 0.699 0.054
0.711 0.039 0.700 0.055
0.709 0.038 0.702 0.055
0.708 0.036 0.703 0.056
0.707 0.036 0.703 0.058
0.706 0.035 0.704 0.059
0.706 0.034 0.705 0.061
0.705 0.034 0.706 0.063
0.705 0.034 0.706 0.065
0.704 0.035 0.706 0.067
0.704 0.036 0.706 0.070
0.703 0.038 0.706 0.072
0.702 0.040 0.707 0.076
0.699 0.043 0.710 0.079
0.696 0.046 0.712 0.083
0.694 0.049 0.713 0.087
0.694 0.051 0.712 0.092
0.696 0.052 0.710 0.097
0.697 0.050 0.708 0.100
0.699 0.048 0.707 0.102
0.701 0.048 0.703 0.107
0.703 0.047 0.701 0.112
0.702 0.046 0.701 0.115
0.703 0.045 0.699 0.120
0.706 0.038 0.697 0.122
0.709 0.021 0.695 0.118
0.712 0.003 0.693 0.112
0.719 -0.006 0.688 0.100
0.731 0.003 0.676 0.096
0.731 0.016 0.674 0.103
0.729 0.014 0.676 0.107
0.726 0.012 0.679 0.104
0.725 0.013 0.681 0.107
0.722 0.013 0.682 0.112
0.720 0.013 0.684 0.114
0.719 0.010 0.685 0.115
0.717 0.004 0.688 0.113
0.714 -0.001 0.691 0.110
0.712 -0.006 0.693 0.110
0.711 -0.009 0.694 0.113
0.710 -0.012 0.695 0.116
0.708 -0.019 0.696 0.118
0.706 -0.028 0.698 0.119
0.704 -0.035 0.700 0.118
0.701 -0.040 0.702 0.118
0.700 -0.044 0.703 0.118
0.698 -0.046 0.704 0.121
0.698 -0.048 0.704 0.123
0.697 -0.051 0.704 0.126
0.696 -0.055 0.704 0.128
0.696 -0.059 0.704 0.130
0.696 -0.063 0.703 0.130
0.697 -0.068 0.702 0.130
0.698 -0.072 0.700 0.130
0.698 -0.076 0.700 0.129
0.698 -0.079 0.700 0.129
0.698 -0.081 0.699 0.129
0.696 -0.083 0.701 0.130
0.694 -0.086 0.702 0.131
0.692 -0.091 0.704 0.133
0.690 -0.098 0.704 0.133
0.689 -0.105 0.705 0.133
0.688 -0.113 0.704 0.132
0.688 -0.121 0.703 0.130
0.689 -0.127 0.702 0.128
0.689 -0.132 0.701 0.125
0.691 -0.135 0.699 0.124
0.692 -0.137 0.698 0.122
0.692 -0.136 0.698 0.122
0.693 -0.134 0.698 0.123
0.694 -0.130 0.696 0.126
0.694 -0.129 0.696 0.129
0.694 -0.129 0.696 0.130
0.693 -0.129 0.697 0.131
0.693 -0.129 0.697 0.131
0.693 -0.130 0.697 0.130
0.692 -0.130 0.698 0.130
0.692 -0.129 0.699 0.128
0.690 -0.126 0.701 0.129
0.686 -0.126 0.705 0.127
0.685 -0.121 0.707 0.130
0.685 -0.114 0.707 0.134
0.683 -0.115 0.709 0.132
0.685 -0.115 0.709 0.126
0.688 -0.114 0.706 0.123
0.689 -0.111 0.706 0.121
0.689 -0.110 0.706 0.121
0.689 -0.108 0.706 0.119
0.689 -0.106 0.707 0.121
0.689 -0.106 0.706 0.122
0.690 -0.108 0.705 0.122
0.691 -0.110 0.704 0.123
0.690 -0.115 0.703 0.125
0.690 -0.118 0.703 0.122
0.692 -0.116 0.702 0.123
0.691 -0.115 0.703 0.123
0.692 -0.110 0.703 0.123
0.690 -0.107 0.705 0.123
0.688 -0.107 0.707 0.122
0.687 -0.108 0.708 0.123
0.689 -0.112 0.706 0.121
0.692 -0.112 0.704 0.119
0.693 -0.110 0.702 0.118
0.694 -0.109 0.702 0.119
0.693 -0.109 0.702 0.118
0.694 -0.106 0.702 0.117
0.693 -0.108 0.703 0.118
0.692 -0.115 0.703 0.115
0.694 -0.117 0.702 0.113
0.693 -0.121 0.702 0.110
0.693 -0.119 0.703 0.108
0.691 -0.118 0.705 0.107
0.690 -0.115 0.707 0.106
0.692 -0.110 0.705 0.107
0.696 -0.107 0.702 0.105
0.702 -0.098 0.698 0.103
0.703 -0.092 0.697 0.103
0.702 -0.093 0.699 0.102
0.703 -0.094 0.698 0.097
0.703 -0.097 0.698 0.093
0.703 -0.098 0.699 0.088
0.704 -0.097 0.699 0.085
0.704 -0.094 0.699 0.083
0.703 -0.092 0.700 0.082
0.703 -0.089 0.701 0.082
0.701 -0.088 0.703 0.083
0.699 -0.090 0.705 0.082
0.700 -0.089 0.704 0.081
0.699 -0.089 0.705 0.082
0.698 -0.092 0.706 0.081
0.697 -0.093 0.706 0.081
0.697 -0.094 0.706 0.080
0.697 -0.092 0.706 0.081
0.696 -0.093 0.707 0.080
0.695 -0.091 0.708 0.081
0.695 -0.091 0.708 0.085
0.696 -0.093 0.707 0.087
0.698 -0.098 0.704 0.089
0.700 -0.103 0.701 0.090
0.700 -0.109 0.699 0.092
0.700 -0.113 0.698 0.095
0.699 -0.115 0.699 0.096
0.698 -0.115 0.700 0.097
0.696 -0.114 0.702 0.098
0.694 -0.114 0.704 0.098
0.692 -0.117 0.705 0.098
0.693 -0.119 0.704 0.095
0.697 -0.119 0.701 0.092
0.699 -0.116 0.700 0.089
0.698 -0.111 0.701 0.088
0.698 -0.108 0.703 0.087
0.698 -0.106 0.703 0.087
0.700 -0.103 0.701 0.086
0.700 -0.101 0.702 0.086
0.699 -0.100 0.703 0.086
0.697 -0.101 0.704 0.085
0.698 -0.102 0.704 0.085
0.699 -0.100 0.703 0.085
0.701 -0.099 0.701 0.085
0.702 -0.100 0.700 0.086
0.702 -0.099 0.700 0.086
0.701 -0.097 0.701 0.087
0.700 -0.098 0.702 0.088
0.700 -0.097 0.701 0.090
0.700 -0.095 0.702 0.091
0.701 -0.092 0.702 0.092
0.700 -0.092 0.702 0.094
0.699 -0.094 0.702 0.095
0.700 -0.096 0.701 0.096
0.699 -0.100 0.701 0.097
0.699 -0.105 0.701 0.098
0.699 -0.110 0.700 0.097
0.699 -0.114 0.699 0.097
0.699 -0.117 0.699 0.097
0.700 -0.117 0.698 0.097
0.701 -0.117 0.696 0.097
0.702 -0.117 0.696 0.097
0.702 -0.117 0.695 0.097
0.703 -0.116 0.695 0.098
0.704 -0.112 0.694 0.103
0.706 -0.109 0.691 0.111
0.711 -0.109 0.684 0.118
0.715 -0.112 0.679 0.123
0.717 -0.118 0.676 0.125
0.717 -0.124 0.674 0.126
0.718 -0.128 0.672 0.125
0.720 -0.129 0.671 0.124
0.720 -0.132 0.670 0.125
0.720 -0.133 0.670 0.127
0.719 -0.133 0.670 0.128
0.718 -0.132 0.670 0.132
0.719 -0.132 0.669 0.135
0.719 -0.131 0.669 0.140
0.717 -0.134 0.669 0.142
0.716 -0.139 0.669 0.143
0.713 -0.145 0.671 0.143
0.712 -0.149 0.672 0.141
0.711 -0.152 0.672 0.139
0.710 -0.153 0.673 0.138
0.710 -0.153 0.673 0.137
0.711 -0.152 0.673 0.137
0.711 -0.151 0.672 0.138
0.712 -0.152 0.671 0.140
0.711 -0.153 0.671 0.142
0.711 -0.156 0.670 0.143
0.712 -0.157 0.669 0.145
0.712 -0.161 0.667 0.147
0.713 -0.165 0.665 0.148
0.713 -0.170 0.664 0.147
0.714 -0.173 0.663 0.146
0.715 -0.174 0.662 0.145
0.716 -0.172 0.661 0.144
0.720 -0.163 0.659 0.145
0.722 -0.154 0.658 0.149
0.723 -0.152 0.657 0.152
0.724 -0.153 0.655 0.152
0.725 -0.154 0.655 0.151
0.724 -0.155 0.655 0.149
0.723 -0.157 0.656 0.148
0.722 -0.158 0.657 0.148
0.722 -0.159 0.657 0.147
0.722 -0.158 0.657 0.148
0.723 -0.156 0.656 0.148
0.724 -0.154 0.656 0.149
0.725 -0.151 0.655 0.150
0.725 -0.149 0.655 0.151
0.724 -0.148 0.657 0.151
0.723 -0.147 0.657 0.152
0.723 -0.147 0.658 0.153
0.721 -0.148 0.659 0.153
0.721 -0.150 0.659 0.153
0.720 -0.151 0.660 0.153
0.719 -0.153 0.661 0.153
0.718 -0.153 0.661 0.152
0.718 -0.153 0.662 0.152
0.717 -0.150 0.663 0.153
0.717 -0.148 0.664 0.155
0.716 -0.145 0.665 0.156
0.715 -0.143 0.666 0.156
0.716 -0.142 0.665 0.156
0.717 -0.141 0.665 0.156
0.715 -0.141 0.666 0.157
0.712 -0.148 0.667 0.160
0.712 -0.148 0.668 0.159
0.713 -0.151 0.667 0.157
0.713 -0.151 0.667 0.157
0.712 -0.152 0.667 0.158
0.713 -0.155 0.666 0.158
0.714 -0.157 0.664 0.158
0.715 -0.158 0.663 0.158
0.714 -0.159 0.663 0.158
0.713 -0.160 0.664 0.158
0.713 -0.162 0.664 0.159
0.713 -0.164 0.663 0.158
0.714 -0.163 0.662 0.159
0.716 -0.160 0.660 0.161
0.716 -0.158 0.660 0.163
0.716 -0.159 0.660 0.163
0.714 -0.160 0.662 0.162
0.713 -0.164 0.663 0.160
0.714 -0.166 0.661 0.158
0.718 -0.165 0.658 0.156
0.718 -0.163 0.658 0.155
0.717 -0.161 0.660 0.156
0.716 -0.159 0.662 0.157
0.715 -0.159 0.662 0.157
0.716 -0.162 0.662 0.155
0.719 -0.163 0.659 0.152
0.720 -0.162 0.658 0.152
